name,description,neighborhood_overview,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price
Cosy Studio | Free Parking,"Relax at this Stylish 25 m2 apartment!<br /><br />- Free Parking in Building garage<br />- 10 min walk to metro U4 - Stop Ober Sankt Veit -> 15 min to Center <br />- 3 stops to Schönbrunn Castle -> 5 min away <br />- Tram stop in front of building -> 20 min to Center<br /><br />- Bed/living room with double bed and sofa bed 140x200 <br />- Dining area <br />- Wifi  <br />- Equipped kitchen for cooking , kettle, coffee machine  <br />- Bathroom and toilet separate  <br />- Supermarkets",,Penzing,48.19849689030178,16.280128877842568,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Coffee maker: Nespresso"", ""Stove"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Hair dryer"", ""Iron"", ""Central heating"", ""Cooking basics"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Free parking on premises"", ""Essentials"", ""Pets allowed"", ""Lockbox""]",$61.00
Spacious Penthouse near Subway & Central Station,"Relax and unwind with your family & friends in this peaceful penthouse retreat. Enjoy a sun-drenched space with a private terrace, just a 5-minute walk from the Reumannplatz U-Bahn station (U1 line). You'll be steps away from a vibrant pedestrian zone with a variety of shops and restaurants. Vienna's main train station (Wien Hauptbahnhof) is a 15-20 minute walk or a quick 2-stop metro ride. Other convenient stops in the city center include: St. Stephen's Cathedral & Karlsplatz Opera.","Nestled in a peaceful residential neighborhood, you're just moments away from a vibrant pedestrian-only street brimming with restaurants, bars, shops, and a lively farmers market.",Favoriten,48.1721756,16.3739286,Entire condo,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Coffee"", ""Other electric stove"", ""Outdoor dining area"", ""Cleaning products"", ""Bathtub"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Room-darkening shades"", ""Courtyard view"", ""Oven"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Microwave"", ""Laundromat nearby"", ""Private patio or balcony"", ""Outdoor furniture"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hangers"", ""Whirlpool refrigerator"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Dining table"", ""Kitchen"", ""Mini fridge"", ""Elevator"", ""Noise decibel monitors on property"", ""City skyline view"", ""Housekeeping available every day - available at extra cost"", ""Drying rack for clothing"", ""HDTV"", ""Pets allowed"", ""Lockbox"", ""Heating"", ""Dishwasher""]",$79.00
Lipi Apartment,"Modern 2-room apartment with a good environment:<br />- Parking garage 350m<br />- Restaurant in the same building<br />- Pharmacy 300m<br />- Bäckerei 100m<br />- Direct connection to the center (7.8km): tram 62, 320m<br />- Train station Meidling 220m (buses, trains, street, subway)<br />- Schönbrunn Palace 3.8 km<br />- Tiergarten Schönbrunn 3.7 km<br />-Airport 20km <br />- Hospital 1.7km",,Meidling,48.1716826,16.3322469,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Coffee"", ""Coffee maker: Nespresso"", ""Shower gel"", ""Cleaning products"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Iron"", ""Central heating"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Laundromat nearby"", ""Baking sheet"", ""Microwave"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cleaning available during stay"", ""Hangers"", ""TV"", ""Toaster"", ""Washer"", ""Wifi"", ""Window guards"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Elevator"", ""Portable fans"", ""Body soap"", ""Extra pillows and blankets"", ""Electric stove"", ""Paid parking garage off premises"", ""Essentials"", ""Clothing storage: wardrobe"", ""Dishwasher"", ""Paid parking garage on premises \u2013 100 spaces""]",$90.00
City Lovers,"This  private room is just a short walk from busy Mariahilferstraße, making it perfect for anyone who wants a central location with easy access. You'll be surrounded by lots of different places to eat and it's simple to get around with public transport. After a day of sightseeing, you can relax in our cozy room. Your stay here offers calm right in the heart of the city. Kitchen is not part of this listing. Pls check amenities.",,Neubau,48.20102,16.347,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,2.0,"[""Smoke alarm"", ""Shower gel"", ""Dryer"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water kettle"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Wine glasses"", ""Hangers"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Exercise equipment"", ""First aid kit"", ""Clothing storage"", ""Refrigerator"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Safe"", ""Heating""]",$70.00
Emilija‘s Apartment Schönbrunn,Forget your worries in this spacious and serene space.,,Rudolfsheim-Fnfhaus,48.187623442277015,16.32777545752843,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Stove"", ""Conditioner"", ""Shower gel"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Central heating"", ""Oven"", ""Cooking basics"", ""Wine glasses"", ""Hangers"", ""TV"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Extra pillows and blankets"", ""Paid parking garage off premises"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Dishwasher""]",$78.00
Augarten-Blick,"Bright, stylish 2-room apartment overlooking the Augarten. Right next to the subway station Taborstraße.<br />The apartment has 45m2, it is on the 2nd floor it contains a kitchen-living room, a bedroom, a bathroom and a separate toilet. In a few steps you can reach some nice bars and cafes and of course the Augarten, as well as the U2 subway line and the U1 subway line. The Vienna Prater is also a 15-minute walk away.",,Leopoldstadt,48.2194746,16.3797357,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Smoke alarm"", ""Single oven"", ""Toaster"", ""Iron"", ""Central heating"", ""Wifi"", ""Other electric stove"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Coffee maker: espresso machine"", ""Dedicated workspace"", ""Baking sheet"", ""Wine glasses"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Dishwasher""]",
Urban Citytrip Flat - 15 min to Center,"600m to the subway (U1)<br />900m to the main train station<br /><br />The open living area is designed in classic Viennese style with a double bed (1.80x2m), comfortable sofa bed, reading light, and smart TV.<br /><br />In the fully equipped kitchen, you can try out our Viennese recipes, including a Nespresso machine for your morning coffee rituals.<br /><br />The house dates back to 1890. In contrast to the outdated staircase, the apartment is modern and completely modernized, including a security door and underfloor heating.",,Favoriten,48.181188889843455,16.370519653734863,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Dedicated workspace"", ""Backyard"", ""Long term stays allowed"", ""Paid parking off premises"", ""Crib"", ""Window AC unit"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Self check-in"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Oven"", ""Cooking basics"", ""Baking sheet"", ""Microwave"", ""Wine glasses"", ""Hangers"", ""TV"", ""Washer"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Clothing storage"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Mini fridge"", ""Body soap"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Ethernet connection"", ""Essentials"", ""Single level home"", ""Smart lock"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher""]",$79.00
Monthly stays I Shopping I 2 min to U1 Keplerplatz,"Discover your serene haven in the heart of Vienna's ""Favoriten"" district awaits! Indulge in a perfect blend of comfort and exploration.<br /><br />✶ Nestled in a peaceful ambiance, our apartment is an ideal escape for families and friends seeking relaxation.<br />✶ Benefit from fast WIFI for connectivity, while the nearby cheap parking adds to the convenience. Explore Vienna's iconic attractions with swift access.","Voted as the ‘World's Most Liveable City’ for 2023 according to the Economist’s Annual Global Liveability Index, Vienna's multifaceted nature offers a myriad of experiences from the majestic courtyards of Schönbrunn Palace and mesmerizing halls of Viena State Opera to the magical Christmas Market in wintertime, Vienna is a city for travelers who value quality experiences! Stroll through the streets of Vienna, and enjoy some of the mouth-watering pastries and chocolate in the exquisite patisseries and coffee shops.",Favoriten,48.1780023,16.375108,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Smoke alarm"", ""Coffee"", ""Stove"", ""Coffee maker"", ""Cleaning products"", ""Shower gel"", ""Crib"", ""Dishes and silverware"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Oven"", ""Cooking basics"", ""Wine glasses"", ""High chair"", ""TV"", ""Toaster"", ""Washer"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Dining table"", ""Kitchen"", ""Body soap"", ""Essentials"", ""Lockbox"", ""Carbon monoxide alarm"", ""Heating""]",$57.00
Living next to Hundertwasser Museum & 1. District,"My spacious apartment, adorned with great care and attention to detail, provides a comfortable and personalized living experience. It includes a fully-equipped living room, kitchen, bathroom and bedroom, ensuring all your needs are met. Situated merely a 1-minute walk from the Hundertwasser Museum and a short stroll to the Stephansplatz, the location is ideal for art enthusiasts and explorers alike.",,Landstra§e,48.210132089439306,16.392577234918217,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee"", ""Stove"", ""Conditioner"", ""Coffee maker"", ""Shower gel"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot water kettle"", ""Paid parking on premises"", ""Shampoo"", ""Self check-in"", ""Hair dryer"", ""Fire extinguisher"", ""Oven"", ""Cooking basics"", ""Baking sheet"", ""Wine glasses"", ""TV"", ""Washer"", ""Wifi"", ""Hot water"", ""First aid kit"", ""Refrigerator"", ""Indoor fireplace"", ""Kitchen"", ""Body soap"", ""Blender"", ""Lockbox"", ""Carbon monoxide alarm"", ""Dishwasher""]",$125.00
Central & Affordable - Close to main train station,"This newly renovated apartment offers everything you need for an unforgettable stay in Vienna. It is located within a few minutes walk of several tram lines and not far from the main train station.<br /><br />The apartment is perfect for couples, families, or groups of up to 3 people.<br /><br />You will have:<br />- free WiFi<br />- SMART TV<br />- towels & bed linen<br />- fully equipped kitchen<br />… & much more!",,Margareten,48.18369,16.36523,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Coffee maker: Nespresso"", ""Shower gel"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Oven"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""Microwave"", ""Hangers"", ""TV"", ""Toaster"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Electric stove"", ""Drying rack for clothing"", ""Essentials"", ""Single level home"", ""Lockbox"", ""Clothing storage: wardrobe"", ""Heating"", ""Dishwasher""]",$61.00
51m2 pet-friendly apartment in a central location,"A  vibrant 51m² pet-friendly apartment with a queen-size bed in the third district of Vienna awaits you. It is a perfect place to spend quality time with your family/friends or on a business trip. Numerous shops, cafes and tourist destinations are reachable on foot. The flat can accommodate up to 4 people. It is effortlessly accessible via both stairs and an elevator.","This apartment is located in the third district of Vienna, Viertel Lanstraße. It is a perfect location, right next to the city centre and the Danube River. In the neighbourhood, you will find many different restaurants and cafes which you can choose according to your taste. <br />Moreover, there is a direct train from the airport to Wien Mitte (the nearest train station from the apartment) and vice versa, so it takes you 10 minutes to walk to the apartment or 5 min. using trams.<br /><br />Generally, the transport system in Vienna is comfortable so you can easily reach from point A to point B. <br /><br />If you wish to explore the city, you can use the following means of transport: <br />- Trams 1 & 0 - Station Hintere Zollamtstrasse -  1 min. walk<br />- Train station - Station Wien Mitte - 5 min. walk<br />- Subway U3 - Station Landstrasse - 5 min. walk<br />- Subway U4 - Station Landstrasse - 5 min. walk<br />- Subway U3 - Station Stubentor - 9 min. away<br />- S-Bahn (high-speed r",Landstra§e,48.21081,16.38636,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Coffee"", ""Stove"", ""Coffee maker"", ""Shower gel"", ""55 inch HDTV"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Shampoo"", ""Hair dryer"", ""Iron"", ""Room-darkening shades"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Microwave"", ""Wine glasses"", ""Hangers"", ""Toaster"", ""Crib - available upon request"", ""Wifi"", ""Freezer"", ""Hot water"", ""Bed linens"", ""Clothing storage: closet"", ""Refrigerator"", ""Dining table"", ""City skyline view"", ""Body soap"", ""Essentials"", ""Pets allowed"", ""Lockbox"", ""Heating"", ""Dishwasher""]",$136.00
Bright & Spacious Viennese Residence @Rochusmarket,,"The apartment is situated in the prime location of the 3rd district, surrounded by charming restaurants, cafés, and numerous shops. Just few steps away is located Rochusmarket offering fresh, local delicacies daily (except Sundays) and creating a vibrant atmosphere. <br /><br />Two shopping centers (Wien Mitte - The Mall and the Galleria) are available for your convenience.<br /><br />In the neighbourhood you will find the iconic Hundertwasserhaus, designed by the renowned artist and architect Hundertwasser. <br /><br />Just a few streets away lies the Danube Canal, inviting for leisurely strolls and leading to Schwedenplatz, famed for its excellent restaurants, bars, and ice cream parlors.<br /><br />The magnificent buildings of the Ringstrasse, such as Karlskirche, the State Opera, and the Albertina, along with the 1st district's numerous attractions, are easily accessible both on foot and by public transport.<br /><br />The ""Wiener Prater,"" an amusement park featuring the world-famo",Landstra§e,48.20214449717557,16.391489633336416,Entire rental unit,Entire home/apt,14,,1.5 baths,3.0,,"[""Smoke alarm"", ""Coffee"", ""Other electric stove"", ""Coffee maker"", ""Dedicated workspace"", ""Housekeeping available from 8:00\u202fAM to 2:00\u202fPM, every day - available at extra cost"", ""Bathtub"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hot water kettle"", ""Self check-in"", ""Hair dryer"", ""Board games"", ""Fire extinguisher"", ""Iron"", ""Central heating"", ""Oven"", ""Cooking basics"", ""Laundromat nearby"", ""Microwave"", ""Hangers"", ""Toaster"", ""Washer"", ""Wifi"", ""Hot water"", ""Bed linens"", ""Refrigerator"", ""Kitchen"", ""Elevator"", ""Portable fans"", ""Drying rack for clothing"", ""Essentials"", ""Lockbox"", ""Carbon monoxide alarm"", ""Clothing storage: wardrobe"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request""]",
